issue_id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved
1146,Bug,Closed,Fixed,C-19,Major,Person 82,2008/12/04 16:24:28 +0100,2008/12/04 16:24:28 +0100,Person 82,2008/12/04 17:42:51 +0100
1187,Bug,Closed,Fixed,C-19,Major,Person 110,2008/12/15 06:48:47 +0100,2008/12/15 07:19:57 +0100,Person 71,2008/12/15 09:17:21 +0100
1191,Bug,Closed,Fixed,C-20,Minor,Person 71,2008/12/17 09:33:52 +0100,2008/12/17 09:33:52 +0100,Person 82,2008/12/17 15:41:23 +0100
1195,Improvement,Closed,Fixed,C-1,Major,Person 71,2008/12/18 06:17:16 +0100,2008/12/18 06:17:16 +0100,Person 71,2008/12/26 11:35:19 +0100
1196,Bug,Closed,Fixed,C-1,Trivial,Person 71,2008/12/18 06:59:04 +0100,2008/12/18 06:59:04 +0100,Person 71,2008/12/18 14:09:59 +0100
1199,Bug,Closed,Fixed,C-1,Major,Person 111,2008/12/19 13:20:41 +0100,2008/12/29 16:32:47 +0100,Person 65,2009/01/05 09:53:57 +0100
1205,Bug,Closed,Fixed,C-5,Minor,Person 71,2008/12/29 10:32:39 +0100,2009/02/10 15:08:13 +0100,Person 71,2009/02/10 17:30:24 +0100
1207,Bug,Closed,Fixed,osgi,Major,Person 58,2008/12/29 10:59:17 +0100,2008/12/29 10:59:17 +0100,Person 58,2009/01/05 01:07:29 +0100
1209,Improvement,Closed,Fixed,C-8,Major,Person 71,2008/12/31 10:27:29 +0100,2008/12/31 18:46:30 +0100,Person 82,2008/12/31 19:32:16 +0100
1211,Improvement,Closed,Fixed,C-1; C-restlet,Minor,Person 73,2009/01/01 22:38:47 +0100,null,Unassigned,2010/03/12 12:18:58 +0100
1212,Improvement,Closed,Fixed,C-6,Major,Person 108,2009/01/02 01:06:11 +0100,2009/03/19 10:56:25 +0100,Person 71,2009/03/20 15:21:40 +0100
1233,Bug,Closed,Fixed,C-1,Critical,Person 71,2009/01/07 14:26:51 +0100,2009/01/07 14:26:51 +0100,Person 71,2009/01/07 17:46:49 +0100
1235,Improvement,Closed,Fixed,C-1,Minor,Person 71,2009/01/08 06:38:04 +0100,null,Unassigned,2009/01/08 08:04:37 +0100
1236,Improvement,Closed,Fixed,C-1; C-ftp,Major,Person 71,2009/01/08 09:27:57 +0100,2009/01/08 09:27:57 +0100,Person 71,2009/02/06 18:14:03 +0100
1247,Bug,Closed,Fixed,C-ftp,Major,Person 112,2009/01/12 13:18:20 +0100,2009/01/12 13:29:07 +0100,Person 71,2009/01/14 06:05:12 +0100
1254,Improvement,Closed,Fixed,C-18,Minor,Person 71,2009/01/14 08:50:46 +0100,2009/01/16 15:43:11 +0100,Person 84,2009/01/28 04:48:50 +0100
1270,Bug,Closed,Fixed,C-1; C-5,Minor,Person 71,2009/01/18 10:56:18 +0100,2009/01/18 10:56:18 +0100,Person 71,2009/01/18 11:06:27 +0100
1271,Bug,Closed,Fixed,C-jbi,Major,Person 113,2009/01/18 21:30:59 +0100,2009/01/19 11:00:30 +0100,Person 65,2009/02/10 16:39:01 +0100
1274,Bug,Closed,Fixed,C-9,Minor,Person 65,2009/01/19 23:02:36 +0100,2009/01/19 23:02:36 +0100,Person 65,2009/01/19 23:49:11 +0100
1277,Bug,Closed,Fixed,,Major,Person 90,2009/01/20 13:31:16 +0100,2009/01/20 13:56:14 +0100,Person 71,2009/01/20 13:56:14 +0100
1283,Bug,Closed,Fixed,,Major,Person 66,2009/01/22 00:41:48 +0100,2009/01/22 00:41:48 +0100,Person 66,2009/01/22 16:39:54 +0100
1296,Bug,Closed,Fixed,C-ftp,Major,Person 71,2009/01/27 08:27:08 +0100,2009/01/27 08:27:08 +0100,Person 71,2009/01/27 08:28:30 +0100
1297,Improvement,Closed,Fixed,C-1,Major,Person 66,2009/01/27 13:34:16 +0100,2009/01/27 13:34:16 +0100,Person 66,2009/02/09 22:21:16 +0100
1325,Bug,Closed,Fixed,C-1,Major,Person 114,2009/02/08 22:33:07 +0100,null,Unassigned,2009/02/09 00:10:16 +0100
1337,Improvement,Closed,Fixed,C-1,Major,Person 58,2009/02/13 03:21:50 +0100,2009/02/13 03:21:50 +0100,Person 58,2009/02/17 09:49:11 +0100
1357,Improvement,Closed,Fixed,,Major,Person 82,2009/02/18 19:10:16 +0100,2009/02/18 19:10:16 +0100,Person 82,2009/02/18 19:43:27 +0100
1366,Bug,Closed,Fixed,C-6,Major,Person 115,2009/02/20 23:28:22 +0100,2009/02/26 18:44:31 +0100,Person 71,2009/02/27 14:16:49 +0100
1378,Improvement,Closed,Fixed,C-1,Major,Person 71,2009/02/24 17:22:36 +0100,2009/02/24 17:22:36 +0100,Person 71,2009/02/24 17:58:14 +0100
1384,Bug,Closed,Fixed,C-1,Major,Person 115,2009/02/25 18:54:15 +0100,2009/02/26 18:32:59 +0100,Person 71,2009/02/27 11:00:24 +0100
1401,Bug,Closed,Fixed,C-jaxb,Critical,Person 116,2009/02/27 07:31:24 +0100,2009/02/27 08:31:50 +0100,Person 71,2009/02/27 10:12:42 +0100
1407,Improvement,Closed,Fixed,C-22,Major,Person 71,2009/02/28 15:16:35 +0100,2009/02/28 15:16:35 +0100,Person 71,2009/02/28 16:11:26 +0100
1408,Bug,Closed,Fixed,C-1,Major,Person 71,2009/02/28 17:36:21 +0100,2009/02/28 17:36:21 +0100,Person 71,2009/02/28 18:38:00 +0100
1411,Bug,Closed,Fixed,osgi,Critical,Person 71,2009/03/03 10:24:47 +0100,2009/03/03 14:16:16 +0100,Person 71,2009/03/03 17:59:02 +0100
1412,Bug,Closed,Fixed,C-6,Major,Person 58,2009/03/03 10:58:51 +0100,2009/03/03 11:00:26 +0100,Person 58,2009/03/06 08:35:54 +0100
1414,Bug,Closed,Fixed,C-6,Major,Person 117,2009/03/03 15:37:47 +0100,2009/03/03 15:59:14 +0100,Person 58,2009/03/03 16:46:35 +0100
1417,Bug,Closed,Fixed,C-1,Critical,Person 71,2009/03/04 09:26:41 +0100,2009/03/04 09:26:41 +0100,Person 71,2009/03/04 11:58:01 +0100
1424,Improvement,Closed,Fixed,C-1,Major,Person 71,2009/03/05 07:09:39 +0100,2009/03/13 10:59:36 +0100,Person 71,2009/03/26 13:01:11 +0100
1442,Bug,Closed,Fixed,C-bindy,Major,Person 90,2009/03/09 16:37:35 +0100,2009/03/12 14:51:45 +0100,Person 60,2009/03/12 14:59:54 +0100
1443,Bug,Closed,Fixed,osgi,Major,Person 118,2009/03/10 05:14:36 +0100,2009/03/10 08:42:44 +0100,Person 58,2009/03/12 08:47:48 +0100
1451,Improvement,Closed,Fixed,C-1,Minor,Person 71,2009/03/12 05:42:01 +0100,2009/03/12 05:42:01 +0100,Person 71,2009/03/12 06:30:09 +0100
1461,Bug,Closed,Fixed,C-6,Major,Person 115,2009/03/16 19:15:23 +0100,2009/03/23 17:00:35 +0100,Person 71,2009/03/24 12:19:23 +0100
1463,Bug,Closed,Fixed,C-1,Major,Person 71,2009/03/17 09:27:47 +0100,2009/03/17 18:18:48 +0100,Person 71,2009/03/18 08:05:38 +0100
1465,Improvement,Closed,Fixed,,Minor,Person 58,2009/03/18 07:40:33 +0100,2009/03/18 07:40:33 +0100,Person 58,2009/03/18 07:56:49 +0100
1480,Bug,Closed,Fixed,C-6,Major,Person 71,2009/03/24 08:10:42 +0100,2009/03/24 08:10:42 +0100,Person 71,2009/03/24 09:33:46 +0100
1492,Bug,Closed,Fixed,C-6,Major,Person 119,2009/03/26 19:35:32 +0100,2009/03/27 08:03:46 +0100,Person 71,2009/03/27 10:28:56 +0100
1497,Bug,Closed,Fixed,C-6,Major,Person 71,2009/03/28 11:37:52 +0100,2009/03/28 11:37:52 +0100,Person 71,2009/06/23 06:37:30 +0100
1502,Improvement,Closed,Fixed,C-1,Major,Person 71,2009/03/30 15:51:16 +0100,2009/03/30 15:51:16 +0100,Person 71,2009/03/31 06:21:01 +0100
1503,Improvement,Closed,Fixed,C-1; C-6,Major,Person 71,2009/03/31 07:37:16 +0100,2009/03/31 07:37:16 +0100,Person 71,2009/04/01 14:36:40 +0100
1504,Bug,Closed,Fixed,C-10,Minor,Person 120,2009/03/31 09:47:08 +0100,2009/04/02 17:09:28 +0100,Person 71,2009/04/02 17:16:23 +0100
1505,Bug,Closed,Fixed,,Major,Person 58,2009/03/31 10:57:55 +0100,2009/03/31 10:57:55 +0100,Person 58,2009/04/01 05:48:27 +0100
1506,Bug,Closed,Fixed,C-7,Minor,Person 121,2009/03/31 22:18:17 +0100,2009/04/01 10:09:44 +0100,Person 58,2009/04/02 08:43:19 +0100
1507,Improvement,Closed,Fixed,C-7,Major,Person 121,2009/04/01 01:50:08 +0100,2009/04/01 10:11:03 +0100,Person 58,2009/04/02 08:42:27 +0100
1512,Improvement,Closed,Fixed,C-10,Major,Person 71,2009/04/02 14:59:58 +0100,2009/04/02 14:59:58 +0100,Person 71,2009/04/02 15:32:14 +0100
1530,Improvement,Closed,Fixed,C-10,Major,Person 71,2009/04/14 14:03:26 +0100,2009/12/20 15:11:13 +0100,Person 122,2010/02/23 13:48:50 +0100
1543,Improvement,Closed,Fixed,C-6,Major,Person 123,2009/04/19 16:27:14 +0100,2009/04/28 06:04:38 +0100,Person 71,2009/04/28 06:54:34 +0100
1548,Bug,Closed,Fixed,C-1,Major,Person 71,2009/04/20 13:14:54 +0100,2009/04/20 13:14:54 +0100,Person 71,2009/04/21 12:14:53 +0100
1568,Bug,Closed,Fixed,C-1,Major,Person 124,2009/04/27 10:43:33 +0100,2009/04/28 05:38:23 +0100,Person 71,2009/04/28 06:00:15 +0100
1581,Bug,Closed,Fixed,,Major,Person 58,2009/05/02 08:07:59 +0100,2009/05/02 08:07:59 +0100,Person 58,2009/05/03 02:55:04 +0100
1585,Bug,Closed,Fixed,C-ftp,Major,Person 125,2009/05/05 20:52:33 +0100,2009/05/06 04:42:04 +0100,Person 58,2009/05/06 07:59:34 +0100
1586,Bug,Closed,Fixed,,Major,Person 58,2009/05/06 04:47:30 +0100,2009/05/06 04:47:30 +0100,Person 58,2009/05/06 08:00:26 +0100
1589,Improvement,Closed,Fixed,,Major,Person 58,2009/05/07 08:42:42 +0100,2009/05/07 08:43:07 +0100,Person 58,2009/05/07 09:02:17 +0100
1614,Bug,Closed,Fixed,C-6,Major,Person 123,2009/05/14 08:11:59 +0100,2009/05/14 08:28:30 +0100,Person 71,2009/05/14 09:44:26 +0100
1650,Bug,Closed,Fixed,C-1,Major,Person 126,2009/05/27 13:38:36 +0100,2009/06/07 10:38:51 +0100,Person 71,2009/06/07 12:23:29 +0100
1681,Improvement,Closed,Fixed,,Major,Person 58,2009/06/08 09:09:45 +0100,2009/06/08 09:09:45 +0100,Person 58,2009/06/16 05:47:24 +0100
1687,Improvement,Closed,Fixed,C-10,Minor,Person 127,2009/06/09 09:26:21 +0100,2009/06/09 09:42:10 +0100,Person 71,2009/06/09 09:55:25 +0100
1688,Improvement,Closed,Fixed,C-1,Minor,Person 71,2009/06/09 09:30:44 +0100,2009/06/09 09:30:44 +0100,Person 71,2009/06/09 09:32:20 +0100
1689,Bug,Closed,Fixed,C-6,Major,Person 128,2009/06/09 16:49:40 +0100,2009/06/29 07:34:03 +0100,Person 71,2009/07/01 13:46:55 +0100
1697,Bug,Closed,Fixed,C-1,Major,Person 71,2009/06/11 10:56:27 +0100,2009/06/11 10:56:27 +0100,Person 71,2009/06/12 10:00:51 +0100
1706,Improvement,Closed,Fixed,C-1,Major,Person 71,2009/06/14 07:12:09 +0100,2009/06/14 07:12:09 +0100,Person 71,2009/06/15 05:56:16 +0100
1716,Bug,Closed,Fixed,C-1,Major,Person 126,2009/06/15 22:18:43 +0100,2009/06/16 05:54:44 +0100,Person 71,2009/06/16 06:04:54 +0100
1717,Improvement,Closed,Fixed,C-1,Major,Person 74,2009/06/16 07:21:02 +0100,2009/06/16 17:13:10 +0100,Person 71,2009/06/16 17:29:31 +0100
1719,Bug,Closed,Fixed,C-1,Major,Person 71,2009/06/16 12:47:15 +0100,2009/06/16 12:47:15 +0100,Person 71,2009/06/16 14:24:57 +0100
1725,Improvement,Closed,Fixed,osgi,Major,Person 71,2009/06/17 14:04:41 +0100,2009/06/17 14:04:41 +0100,Person 71,2009/06/17 14:55:34 +0100
1735,Bug,Closed,Fixed,examples,Minor,Person 71,2009/06/22 09:35:30 +0100,null,Unassigned,2009/06/24 06:29:54 +0100
1736,Bug,Closed,Fixed,C-18,Major,Person 58,2009/06/22 10:17:10 +0100,2009/06/22 10:17:10 +0100,Person 58,2009/06/23 07:55:23 +0100
1744,Improvement,Closed,Fixed,C-1,Major,Person 71,2009/06/23 09:32:52 +0100,2009/06/23 09:32:52 +0100,Person 71,2009/06/23 16:51:28 +0100
1745,Improvement,Closed,Fixed,C-1,Minor,Person 66,2009/06/23 10:06:27 +0100,2009/06/23 10:06:27 +0100,Person 66,2009/06/23 10:24:12 +0100
1752,Bug,Closed,Fixed,C-5,Major,Person 58,2009/06/24 02:38:56 +0100,2009/06/24 02:38:56 +0100,Person 58,2009/06/24 11:27:05 +0100
1755,Bug,Closed,Fixed,C-1,Major,Person 71,2009/06/24 12:14:47 +0100,2009/06/24 12:14:47 +0100,Person 71,2009/06/24 12:31:53 +0100
1760,Bug,Closed,Fixed,C-9,Major,Person 129,2009/06/25 13:45:14 +0100,2009/06/25 14:59:16 +0100,Person 58,2009/06/25 17:07:38 +0100
1764,Bug,Closed,Fixed,,Major,Person 60,2009/06/27 17:49:08 +0100,2009/06/27 17:49:08 +0100,Person 60,2009/06/27 18:08:39 +0100
1765,Bug,Closed,Fixed,examples,Blocker,Person 130,2009/06/27 19:04:46 +0100,2009/06/28 20:29:45 +0100,Person 60,2009/07/03 08:05:44 +0100
1766,Improvement,Closed,Fixed,bean-integration,Blocker,Person 130,2009/06/27 19:09:41 +0100,2009/08/01 18:46:37 +0100,Person 60,2009/08/08 06:56:07 +0100
1778,Improvement,Closed,Fixed,C-1,Minor,Person 71,2009/07/01 09:54:30 +0100,2009/07/01 09:54:30 +0100,Person 71,2009/07/01 10:20:13 +0100
1783,Improvement,Closed,Fixed,C-6,Major,Person 71,2009/07/02 06:16:48 +0100,2009/07/02 06:16:48 +0100,Person 71,2009/07/02 12:00:37 +0100
1786,Bug,Closed,Fixed,,Minor,Person 131,2009/07/02 18:54:04 +0100,2009/07/02 19:23:40 +0100,Person 82,2009/07/02 19:23:40 +0100
1793,Bug,Closed,Fixed,tests,Major,Person 82,2009/07/03 14:12:10 +0100,2009/07/03 14:12:10 +0100,Person 82,2009/07/03 14:34:10 +0100
1795,Bug,Closed,Fixed,C-6,Critical,Person 71,2009/07/03 15:54:34 +0100,2009/07/03 15:54:34 +0100,Person 71,2009/07/03 16:13:45 +0100
1800,Improvement,Closed,Fixed,C-1,Major,Person 71,2009/07/06 06:02:15 +0100,2009/09/21 07:53:40 +0100,Person 71,2009/09/21 12:53:21 +0100
1801,Improvement,Closed,Fixed,C-ftp,Minor,Person 71,2009/07/06 06:06:22 +0100,2009/07/06 15:17:56 +0100,Person 71,2009/07/06 15:17:56 +0100
1808,Improvement,Closed,Fixed,C-1,Major,Person 71,2009/07/07 15:42:04 +0100,2009/07/07 15:42:04 +0100,Person 71,2009/07/07 15:59:10 +0100
1822,Improvement,Closed,Fixed,,Major,Person 60,2009/07/10 15:42:15 +0100,2009/07/10 15:42:15 +0100,Person 60,2009/08/01 18:39:57 +0100
1828,Bug,Closed,Fixed,C-jaxb,Major,Person 58,2009/07/13 12:20:38 +0100,2009/07/13 12:20:38 +0100,Person 58,2009/07/16 11:02:14 +0100
1838,Bug,Closed,Fixed,C-ftp,Major,Person 71,2009/07/17 06:10:29 +0100,2009/07/17 06:10:29 +0100,Person 71,2009/07/18 06:56:14 +0100
1839,Bug,Closed,Fixed,C-4,Minor,Person 132,2009/07/19 04:22:18 +0100,2009/07/19 04:22:18 +0100,Person 71,2009/07/19 04:34:02 +0100
1849,Bug,Closed,Fixed,C-1; C-10,Major,Person 133,2009/07/23 19:26:52 +0100,2009/07/26 11:53:16 +0100,Person 71,2009/07/26 13:34:51 +0100
1851,Bug,Closed,Fixed,C-1,Major,Person 134,2009/07/24 09:20:08 +0100,2009/07/26 13:39:30 +0100,Person 71,2009/07/26 14:25:58 +0100
1858,Improvement,Closed,Fixed,C-6,Minor,Person 131,2009/07/27 19:51:43 +0100,2009/07/28 05:07:51 +0100,Person 71,2009/07/28 05:43:39 +0100
1862,Bug,Closed,Fixed,C-18,Major,Person 127,2009/07/29 11:01:17 +0100,2009/07/29 12:26:43 +0100,Person 58,2009/07/30 14:10:01 +0100
1865,Bug,Closed,Fixed,C-1,Major,Person 134,2009/07/30 12:40:27 +0100,2009/07/30 16:32:43 +0100,Person 71,2009/07/30 16:32:43 +0100
1867,Bug,Closed,Fixed,C-6,Major,Person 134,2009/07/30 16:11:50 +0100,2009/08/04 08:54:42 +0100,Person 71,2009/08/05 12:30:29 +0100
1869,Improvement,Closed,Fixed,C-7,Minor,Person 71,2009/08/02 15:54:10 +0100,2009/08/04 09:23:57 +0100,Person 71,2009/08/05 12:31:23 +0100
1871,Improvement,Closed,Fixed,C-6,Minor,Person 71,2009/08/03 11:42:12 +0100,2009/08/03 11:42:12 +0100,Person 71,2009/08/03 12:16:34 +0100
1873,Bug,Closed,Fixed,C-5,Major,Person 58,2009/08/03 13:52:36 +0100,2009/08/03 13:52:36 +0100,Person 58,2009/08/03 15:17:09 +0100
1878,Bug,Closed,Fixed,C-1,Minor,Person 71,2009/08/05 08:37:51 +0100,2009/08/05 08:37:51 +0100,Person 71,2009/08/05 13:50:21 +0100
1881,Improvement,Closed,Fixed,,Minor,Person 131,2009/08/05 18:53:32 +0100,2009/08/08 14:53:15 +0100,Person 71,2009/08/08 14:53:15 +0100
1884,Improvement,Closed,Fixed,,Minor,Person 131,2009/08/06 21:36:16 +0100,2009/08/07 04:50:16 +0100,Person 58,2009/08/07 05:14:55 +0100
1895,Improvement,Closed,Fixed,C-1,Minor,Person 71,2009/08/09 06:33:26 +0100,2009/08/09 06:33:26 +0100,Person 71,2010/08/23 16:16:19 +0100
1914,Bug,Closed,Fixed,C-8,Major,Person 131,2009/08/15 14:34:16 +0100,2009/08/25 14:51:51 +0100,Person 58,2009/08/25 15:02:31 +0100
1924,Bug,Closed,Fixed,C-1,Major,Person 74,2009/08/20 14:37:15 +0100,2009/08/21 15:47:59 +0100,Person 58,2009/08/24 13:28:33 +0100
1925,Bug,Closed,Fixed,C-1; C-10,Major,Person 135,2009/08/21 07:51:11 +0100,2009/08/26 14:53:38 +0100,Person 58,2009/09/13 11:00:12 +0100
1931,Improvement,Closed,Fixed,C-8,Minor,Person 131,2009/08/24 20:43:41 +0100,2009/08/25 01:15:34 +0100,Person 58,2009/08/25 02:16:59 +0100
1934,Bug,Closed,Fixed,C-9,Major,Person 74,2009/08/25 09:00:28 +0100,2009/08/26 03:28:23 +0100,Person 58,2009/08/26 09:46:04 +0100
1944,Improvement,Closed,Fixed,,Minor,Person 131,2009/08/26 16:47:30 +0100,2009/08/27 02:05:46 +0100,Person 58,2009/08/27 03:51:53 +0100
1948,Bug,Closed,Fixed,C-1,Major,Person 71,2009/08/27 08:49:06 +0100,2009/08/27 08:49:06 +0100,Person 71,2009/08/27 08:50:18 +0100
1950,Improvement,Closed,Fixed,,Trivial,Person 131,2009/08/27 14:34:34 +0100,2009/08/29 08:29:10 +0100,Person 58,2009/08/29 10:19:09 +0100
1951,Improvement,Closed,Fixed,C-6; 11,Major,Person 111,2009/08/28 04:45:50 +0100,2009/08/28 07:55:27 +0100,Person 71,2009/09/02 09:32:46 +0100
1952,Improvement,Closed,Fixed,C-1,Trivial,Person 71,2009/08/28 06:14:28 +0100,2009/08/28 06:14:28 +0100,Person 71,2009/08/28 06:16:08 +0100
1956,Improvement,Closed,Fixed,,Minor,Person 131,2009/08/28 13:23:12 +0100,2009/08/29 08:28:57 +0100,Person 58,2009/08/29 09:27:39 +0100
1963,Bug,Closed,Fixed,C-5,Major,Person 136,2009/08/31 08:03:23 +0100,2009/09/10 07:16:13 +0100,Person 71,2009/09/10 09:27:39 +0100
1976,Improvement,Closed,Fixed,C-6; 11,Major,Person 71,2009/09/02 08:17:54 +0100,2009/09/02 08:17:54 +0100,Person 71,2009/09/02 08:53:06 +0100
1988,Improvement,Closed,Fixed,,Critical,Person 137,2009/09/04 11:01:13 +0100,2009/09/15 14:27:39 +0100,Person 137,2009/09/17 16:16:39 +0100
1993,Improvement,Closed,Fixed,C-5,Minor,Person 71,2009/09/07 17:17:31 +0100,2009/09/07 17:17:31 +0100,Person 71,2009/09/09 12:02:42 +0100
2016,Bug,Closed,Fixed,C-21,Major,Person 137,2009/09/15 13:12:11 +0100,2009/09/15 13:50:36 +0100,Person 71,2009/09/15 14:04:02 +0100
2020,Bug,Closed,Fixed,,Major,Person 58,2009/09/17 10:21:34 +0100,2009/09/17 10:21:34 +0100,Person 58,2009/09/17 11:32:46 +0100
2031,Improvement,Closed,Fixed,C-1,Minor,Person 71,2009/09/21 09:20:28 +0100,2009/09/21 09:20:28 +0100,Person 71,2009/09/21 09:24:42 +0100
2032,Bug,Closed,Fixed,C-8,Minor,Person 131,2009/09/21 17:24:19 +0100,2009/09/21 18:27:33 +0100,Person 131,2009/09/21 18:27:33 +0100
2049,Bug,Closed,Fixed,C-19,Major,Person 138,2009/10/01 10:00:11 +0100,2009/10/03 09:08:03 +0100,Person 71,2009/10/08 07:23:36 +0100
2060,Bug,Closed,Fixed,,Major,Person 58,2009/10/12 04:40:55 +0100,2009/10/12 04:40:55 +0100,Person 58,2009/10/12 07:50:49 +0100
2063,Improvement,Closed,Fixed,C-1,Minor,Person 71,2009/10/12 18:36:26 +0100,2009/11/19 13:16:19 +0100,Person 71,2009/11/19 14:32:49 +0100
2064,Bug,Closed,Fixed,C-1,Major,Person 139,2009/10/12 18:43:37 +0100,2009/10/12 18:53:21 +0100,Person 71,2009/10/12 18:53:21 +0100
2070,Bug,Closed,Fixed,C-1,Major,Person 71,2009/10/16 06:16:07 +0100,2009/10/16 06:16:07 +0100,Person 71,2009/10/16 06:58:08 +0100
2072,Bug,Closed,Fixed,C-7,Minor,Person 71,2009/10/16 16:47:53 +0100,2009/10/16 16:47:53 +0100,Person 71,2009/10/16 16:50:48 +0100
2078,Improvement,Closed,Fixed,C-21,Minor,Person 71,2009/10/19 12:05:32 +0100,2009/10/19 12:05:32 +0100,Person 71,2009/10/19 12:21:21 +0100
2084,Bug,Closed,Fixed,C-10,Minor,Person 71,2009/10/20 12:02:12 +0100,2009/10/20 12:02:12 +0100,Person 71,2009/10/20 12:07:11 +0100
2092,Bug,Closed,Fixed,,Major,Person 58,2009/10/22 03:46:52 +0100,2009/10/22 03:46:52 +0100,Person 58,2009/10/22 05:08:09 +0100
2094,Improvement,Closed,Fixed,C-1; C-5,Minor,Person 71,2009/10/22 07:01:59 +0100,2009/10/22 07:01:59 +0100,Person 71,2009/10/22 08:02:18 +0100
2095,Bug,Closed,Fixed,C-1,Major,Person 140,2009/10/22 08:04:20 +0100,2009/10/22 11:55:53 +0100,Person 71,2009/10/22 13:28:46 +0100
2113,Improvement,Closed,Fixed,C-1,Minor,Person 71,2009/10/27 10:22:03 +0100,2009/10/27 10:22:03 +0100,Person 71,2009/10/27 12:10:56 +0100
2132,Bug,Closed,Fixed,C-6,Minor,Person 71,2009/11/04 11:12:18 +0100,2009/11/04 11:12:18 +0100,Person 71,2009/11/04 11:46:05 +0100
2133,Bug,Closed,Fixed,C-1,Major,Person 58,2009/11/04 13:23:55 +0100,2009/11/04 13:23:55 +0100,Person 58,2009/11/04 13:31:42 +0100
2139,Bug,Closed,Fixed,C-ftp,Major,Person 141,2009/11/06 03:53:39 +0100,2009/11/06 06:26:36 +0100,Person 71,2009/11/06 06:49:57 +0100
2146,Bug,Closed,Fixed,C-1,Major,Person 71,2009/11/06 15:37:10 +0100,2009/11/06 15:37:10 +0100,Person 71,2009/11/06 15:38:37 +0100
2150,Bug,Closed,Fixed,C-rss,Major,Person 142,2009/11/09 10:35:45 +0100,2009/11/10 07:36:44 +0100,Person 71,2009/11/16 21:31:05 +0100
2152,Improvement,Closed,Fixed,C-7,Major,Person 143,2009/11/09 15:24:01 +0100,2009/11/10 07:19:03 +0100,Person 71,2009/11/10 08:19:34 +0100
2153,Bug,Closed,Fixed,C-ftp,Major,Person 144,2009/11/09 15:37:25 +0100,2009/11/10 06:55:38 +0100,Person 71,2009/11/10 14:32:22 +0100
2156,Bug,Closed,Fixed,C-bam,Minor,Person 145,2009/11/11 02:39:03 +0100,2009/11/11 02:39:03 +0100,Person 71,2009/11/21 12:39:27 +0100
2165,Bug,Closed,Fixed,C-ftp,Minor,Person 145,2009/11/12 16:33:19 +0100,2009/11/12 17:55:59 +0100,Person 71,2009/11/18 09:47:47 +0100
2168,Bug,Closed,Fixed,C-1,Minor,Person 146,2009/11/12 20:26:25 +0100,2009/11/12 20:36:40 +0100,Person 82,2009/11/12 20:36:40 +0100
2170,Improvement,Closed,Fixed,C-1,Major,Person 71,2009/11/14 17:45:25 +0100,2009/11/14 17:45:25 +0100,Person 71,2009/11/14 18:10:55 +0100
2174,Improvement,Closed,Fixed,C-5,Major,Person 71,2009/11/16 08:44:12 +0100,2009/11/16 08:44:12 +0100,Person 71,2009/11/16 09:24:58 +0100
2180,Improvement,Closed,Fixed,C-1,Minor,Person 71,2009/11/17 08:01:22 +0100,2009/11/17 08:01:22 +0100,Person 71,2009/11/17 08:02:12 +0100
2183,Bug,Closed,Fixed,C-18,Major,Person 71,2009/11/17 11:03:36 +0100,2009/11/17 11:03:36 +0100,Person 84,2009/11/17 18:35:09 +0100
2188,Bug,Closed,Fixed,C-jcr,Major,Person 147,2009/11/18 00:24:31 +0100,2009/11/19 04:40:53 +0100,Person 60,2010/01/26 20:12:12 +0100
2189,Improvement,Closed,Fixed,tooling,Minor,Person 148,2009/11/18 02:06:02 +0100,2009/11/19 05:06:01 +0100,Person 60,2009/11/19 05:12:47 +0100
2194,Improvement,Resolved,Fixed,C-restlet,Major,Person 111,2009/11/18 10:10:22 +0100,2011/04/14 22:49:57 +0100,Person 71,2011/04/14 23:05:46 +0100
2195,Improvement,Closed,Fixed,C-18,Major,Person 71,2009/11/18 11:30:58 +0100,2009/11/18 11:30:58 +0100,Person 58,2009/12/16 09:13:20 +0100
2201,Bug,Closed,Fixed,C-1,Trivial,Person 71,2009/11/19 05:58:52 +0100,2009/11/19 05:58:52 +0100,Person 71,2009/11/19 06:48:26 +0100
2205,Improvement,Closed,Fixed,C-1,Major,Person 145,2009/11/19 18:29:03 +0100,2009/11/20 09:01:12 +0100,Person 71,2009/11/20 11:49:33 +0100
2215,Bug,Closed,Fixed,C-1,Major,Person 71,2009/11/24 06:37:35 +0100,2009/11/24 06:37:35 +0100,Person 71,2009/11/24 07:05:15 +0100
2220,Improvement,Closed,Fixed,C-jdbc,Minor,Person 71,2009/11/24 10:39:18 +0100,2009/11/24 10:39:18 +0100,Person 71,2009/11/24 11:31:28 +0100
2222,Bug,Closed,Fixed,C-1,Major,Person 71,2009/11/24 15:10:40 +0100,2009/11/24 15:10:40 +0100,Person 71,2009/11/24 18:07:46 +0100
2227,Bug,Closed,Fixed,C-1,Minor,Person 71,2009/11/25 11:22:46 +0100,2009/11/25 11:22:46 +0100,Person 71,2009/11/25 12:28:11 +0100
2231,Bug,Closed,Fixed,C-7,Major,Person 110,2009/11/26 12:13:36 +0100,2009/11/26 12:19:11 +0100,Person 71,2009/11/26 12:50:59 +0100
2234,Improvement,Closed,Fixed,C-1,Major,Person 71,2009/11/27 14:17:16 +0100,2009/11/27 14:17:16 +0100,Person 71,2009/11/27 14:47:03 +0100
