issue_id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved
1270,Bug,Resolved,Fixed,W,Major,Person 615,2008/01/09 11:57:09 +0100,null,Unassigned,2008/01/14 07:42:00 +0100
1271,Bug,Resolved,Fixed,W,Major,Person 616,2008/01/09 12:23:58 +0100,2008/01/14 22:18:17 +0100,Person 529,2008/01/14 22:18:17 +0100
1283,Improvement,Resolved,Fixed,,Minor,Person 557,2008/01/14 20:19:06 +0100,null,Unassigned,2008/01/14 20:19:27 +0100
1284,Improvement,Resolved,Fixed,W,Minor,Person 557,2008/01/14 20:20:17 +0100,2008/01/14 20:20:17 +0100,Person 557,2008/01/14 20:20:57 +0100
1288,Improvement,Closed,Fixed,W,Minor,Person 617,2008/01/16 20:40:53 +0100,2008/03/24 16:01:01 +0100,Person 536,2008/03/24 16:01:01 +0100
1291,Bug,Resolved,Fixed,W,Minor,Person 618,2008/01/17 20:03:45 +0100,2008/03/26 10:20:39 +0100,Person 619,2008/04/07 22:59:12 +0100
1293,Improvement,Closed,Fixed,W-extensions,Minor,Person 620,2008/01/18 15:43:17 +0100,2008/01/20 17:16:44 +0100,Person 528,2008/01/20 17:16:44 +0100
1299,Improvement,Resolved,Fixed,W,Minor,Person 571,2008/01/22 01:22:59 +0100,2008/01/22 01:24:11 +0100,Unassigned,2008/01/22 01:24:11 +0100
1302,Improvement,Resolved,Fixed,W,Major,Person 615,2008/01/24 14:34:37 +0100,2008/02/09 21:27:34 +0100,Person 529,2008/02/09 21:27:34 +0100
1305,Bug,Closed,Fixed,W,Major,Person 621,2008/01/25 18:25:51 +0100,2008/02/09 21:21:34 +0100,Person 536,2008/03/07 23:10:10 +0100
1314,Bug,Resolved,Fixed,W-datetime,Major,Person 610,2008/01/31 00:05:09 +0100,2008/12/23 22:01:28 +0100,Person 522,2008/12/23 22:01:28 +0100
1321,Bug,Resolved,Fixed,W,Minor,Person 622,2008/02/05 07:49:37 +0100,2008/02/09 20:47:26 +0100,Person 529,2008/02/09 20:47:34 +0100
1323,Bug,Closed,Fixed,W,Major,Person 623,2008/02/06 03:35:33 +0100,2008/02/06 10:54:11 +0100,Person 536,2008/02/06 10:54:11 +0100
1332,Bug,Closed,Fixed,W,Major,Person 561,2008/02/09 21:17:05 +0100,2008/03/24 15:39:34 +0100,Person 536,2008/03/24 16:17:04 +0100
1343,Bug,Resolved,Fixed,W,Major,Person 624,2008/02/14 15:10:23 +0100,2008/03/24 15:36:48 +0100,Person 557,2008/09/19 01:05:06 +0100
1344,Improvement,Closed,Fixed,W,Minor,Person 625,2008/02/14 17:13:10 +0100,2008/03/08 23:18:01 +0100,Person 536,2008/04/09 15:12:48 +0100
1350,Bug,Resolved,Fixed,W,Major,Person 626,2008/02/16 05:33:39 +0100,2008/03/26 10:07:46 +0100,Unassigned,2008/03/27 01:12:16 +0100
1361,Bug,Resolved,Fixed,W,Major,Person 627,2008/02/20 10:26:47 +0100,2008/03/09 08:36:49 +0100,Person 529,2008/03/09 08:36:49 +0100
1365,Bug,Resolved,Fixed,W,Major,Person 628,2008/02/22 01:37:58 +0100,2008/02/22 15:49:56 +0100,Person 557,2008/03/09 10:46:32 +0100
1367,Improvement,Resolved,Fixed,W-auth-roles,Minor,Person 629,2008/02/23 22:58:55 +0100,2009/01/03 10:47:02 +0100,Person 522,2009/01/03 10:47:02 +0100
1370,Bug,Resolved,Fixed,W,Critical,Person 529,2008/02/25 21:19:12 +0100,2008/03/08 00:28:34 +0100,Person 536,2008/03/08 00:28:34 +0100
1372,Bug,Resolved,Fixed,W-extensions,Minor,Person 630,2008/02/26 16:36:41 +0100,2008/03/27 22:55:01 +0100,Unassigned,2008/03/27 22:55:01 +0100
1377,Bug,Resolved,Fixed,W-datetime,Minor,Person 631,2008/02/28 02:38:30 +0100,2008/03/08 01:03:53 +0100,Unassigned,2008/03/08 01:03:53 +0100
1383,Bug,Resolved,Fixed,W,Major,Person 606,2008/02/29 10:10:56 +0100,2008/03/08 21:38:57 +0100,Person 529,2008/03/08 21:45:09 +0100
1388,Bug,Closed,Fixed,W,Major,Person 632,2008/02/29 22:43:54 +0100,2008/03/08 22:33:54 +0100,Person 536,2008/03/08 22:33:54 +0100
1391,Bug,Resolved,Fixed,W,Major,Person 633,2008/03/03 20:29:38 +0100,2008/03/26 10:00:09 +0100,Person 529,2008/03/28 21:47:02 +0100
1397,Bug,Closed,Fixed,,Minor,Person 634,2008/03/05 12:20:22 +0100,2008/03/08 02:00:10 +0100,Unassigned,2008/03/08 02:00:10 +0100
1399,Bug,Resolved,Fixed,W,Major,Person 635,2008/03/06 20:02:09 +0100,2008/03/08 18:05:31 +0100,Person 557,2008/09/19 01:04:26 +0100
1400,Bug,Resolved,Fixed,W,Major,Person 613,2008/03/06 20:54:39 +0100,2008/03/08 20:05:30 +0100,Person 529,2008/03/08 20:58:02 +0100
1401,Bug,Resolved,Fixed,W-datetime,Major,Person 636,2008/03/07 03:44:49 +0100,2008/03/08 00:58:42 +0100,Unassigned,2008/03/08 00:58:42 +0100
1402,Bug,Resolved,Fixed,W,Critical,Person 606,2008/03/07 21:01:15 +0100,2008/03/09 08:32:30 +0100,Person 529,2008/03/09 08:32:30 +0100
1406,Improvement,Resolved,Fixed,W,Trivial,Person 637,2008/03/10 13:15:18 +0100,2008/03/23 01:28:15 +0100,Person 529,2008/03/23 06:15:49 +0100
1420,Improvement,Resolved,Fixed,W,Major,Person 561,2008/03/13 03:08:27 +0100,2008/03/23 02:25:52 +0100,Person 529,2008/03/23 02:41:11 +0100
1422,Improvement,Resolved,Fixed,W,Major,Person 638,2008/03/14 21:38:44 +0100,2008/03/14 21:45:00 +0100,Person 529,2008/03/14 21:45:00 +0100
1423,Bug,Resolved,Fixed,W-auth-roles,Minor,Person 639,2008/03/14 23:58:18 +0100,2008/03/23 02:27:04 +0100,Unassigned,2008/03/23 20:27:21 +0100
1427,Improvement,Closed,Fixed,,Minor,Person 629,2008/03/15 20:37:43 +0100,2008/03/26 23:53:09 +0100,Person 536,2008/04/09 14:43:25 +0100
1431,Improvement,Resolved,Fixed,W-examples,Minor,Person 636,2008/03/18 05:11:02 +0100,2009/01/02 23:20:50 +0100,Person 522,2009/01/02 23:20:50 +0100
1434,Bug,Resolved,Fixed,W,Major,Person 640,2008/03/18 23:14:27 +0100,2008/03/23 02:26:22 +0100,Person 529,2008/03/23 03:49:28 +0100
1435,Bug,Resolved,Fixed,W,Major,Person 640,2008/03/18 23:20:43 +0100,2008/03/23 02:26:42 +0100,Person 529,2008/03/23 03:49:27 +0100
1436,Bug,Resolved,Fixed,W,Minor,Person 169,2008/03/19 16:48:35 +0100,2008/04/02 11:31:53 +0100,Person 522,2008/08/24 08:41:42 +0100
1438,Bug,Closed,Fixed,W,Major,Person 619,2008/03/20 22:00:40 +0100,2008/03/20 22:36:16 +0100,Person 536,2008/03/24 15:21:22 +0100
1442,Bug,Closed,Fixed,W,Minor,Person 571,2008/03/22 23:16:18 +0100,null,Unassigned,2008/03/22 23:19:46 +0100
1445,Bug,Resolved,Fixed,W,Major,Person 641,2008/03/25 07:21:10 +0100,2008/03/25 07:36:18 +0100,Person 529,2008/03/25 07:40:13 +0100
1462,Bug,Resolved,Fixed,W,Major,Person 557,2008/03/29 22:11:42 +0100,2008/03/29 22:11:42 +0100,Person 557,2008/03/29 23:03:51 +0100
1468,Improvement,Resolved,Fixed,site,Major,Person 529,2008/04/01 03:52:01 +0100,null,Unassigned,2008/04/09 19:44:19 +0100
1473,Bug,Closed,Fixed,W,Minor,Person 642,2008/04/02 10:32:13 +0100,2008/05/31 00:10:56 +0100,Person 524,2008/06/04 08:26:37 +0100
1483,Bug,Resolved,Fixed,W,Minor,Person 643,2008/04/05 02:14:48 +0100,2009/01/31 23:43:26 +0100,Person 529,2009/02/01 01:22:22 +0100
1492,Improvement,Closed,Fixed,,Minor,Person 557,2008/04/07 20:11:02 +0100,2008/04/07 20:11:02 +0100,Person 557,2008/04/07 20:12:44 +0100
1496,Bug,Resolved,Fixed,W-extensions,Trivial,Person 644,2008/04/08 10:44:18 +0100,2008/09/16 08:36:32 +0100,Person 529,2008/09/16 08:36:32 +0100
1499,Bug,Resolved,Fixed,W-extensions,Major,Person 584,2008/04/08 13:39:57 +0100,2008/04/08 15:16:38 +0100,Unassigned,2008/04/09 12:46:19 +0100
1501,Bug,Closed,Fixed,W,Critical,Person 584,2008/04/09 09:09:49 +0100,2008/04/09 14:08:52 +0100,Person 536,2008/04/09 14:16:49 +0100
1504,Bug,Resolved,Fixed,W-extensions,Major,Person 632,2008/04/09 11:27:56 +0100,2008/11/11 18:39:49 +0100,Person 529,2008/11/11 18:39:49 +0100
1507,Bug,Closed,Fixed,W,Critical,Person 627,2008/04/09 19:01:02 +0100,2008/05/07 23:22:56 +0100,Person 536,2008/05/07 23:22:56 +0100
1512,Bug,Resolved,Fixed,W,Major,Person 961,2008/04/10 14:30:08 +0100,2008/04/12 16:26:03 +0100,Person 529,2008/04/18 06:37:51 +0100
1538,Improvement,Closed,Fixed,W,Major,Person 606,2008/04/16 08:28:07 +0100,2008/12/03 05:31:44 +0100,Person 543,2008/12/03 05:32:08 +0100
1583,Bug,Resolved,Fixed,W,Major,Person 566,2008/05/02 21:34:39 +0100,2008/05/04 16:42:51 +0100,Person 522,2008/08/24 14:44:36 +0100
1607,Bug,Closed,Fixed,W,Major,Person 534,2008/05/09 23:39:13 +0100,2008/05/10 16:13:56 +0100,Person 536,2008/05/10 16:13:56 +0100
1608,Improvement,Resolved,Fixed,W-extensions,Minor,Person 571,2008/05/09 23:57:55 +0100,null,Unassigned,2008/05/10 14:10:15 +0100
1618,Improvement,Closed,Fixed,W,Major,Person 536,2008/05/12 10:05:38 +0100,2008/05/12 10:05:38 +0100,Person 536,2008/05/12 10:11:31 +0100
1642,Improvement,Resolved,Fixed,W,Minor,Person 646,2008/05/17 17:02:08 +0100,2009/01/01 22:33:12 +0100,Person 522,2009/01/01 22:33:12 +0100
1643,Bug,Closed,Fixed,W,Major,Person 647,2008/05/18 20:44:02 +0100,2008/05/19 21:31:00 +0100,Person 536,2008/05/19 22:09:36 +0100
1645,Bug,Resolved,Fixed,W-datetime,Major,Person 648,2008/05/19 18:50:18 +0100,2008/05/19 22:11:29 +0100,Unassigned,2008/05/20 12:17:19 +0100
1648,Bug,Resolved,Fixed,W,Major,Person 649,2008/05/21 08:57:52 +0100,2008/09/27 08:19:29 +0100,Person 529,2008/09/27 08:19:29 +0100
1667,Bug,Resolved,Fixed,,Major,Person 650,2008/05/27 16:09:00 +0100,2008/05/27 19:12:38 +0100,Person 529,2008/06/16 16:52:54 +0100
1669,Bug,Resolved,Fixed,W,Minor,Person 651,2008/05/29 00:21:43 +0100,2008/05/30 18:17:38 +0100,Person 529,2008/05/30 18:17:38 +0100
1679,Bug,Closed,Fixed,W,Major,Person 652,2008/06/02 11:02:04 +0100,2008/06/02 11:05:59 +0100,Person 557,2008/07/07 17:32:22 +0100
1682,Bug,Resolved,Fixed,W,Major,Person 581,2008/06/03 16:48:50 +0100,2008/06/03 18:08:29 +0100,Person 529,2008/06/03 18:08:29 +0100
1684,Bug,Resolved,Fixed,W,Minor,Person 636,2008/06/05 07:14:04 +0100,2008/06/12 17:57:48 +0100,Person 543,2008/06/12 22:33:56 +0100
1694,Bug,Closed,Fixed,W,Major,Person 560,2008/06/10 22:44:51 +0100,2008/06/11 15:15:24 +0100,Person 524,2008/06/12 23:10:07 +0100
1700,Improvement,Resolved,Fixed,W,Trivial,Person 653,2008/06/12 18:16:54 +0100,2008/06/20 18:23:06 +0100,Person 529,2008/06/20 18:23:06 +0100
1705,Bug,Resolved,Fixed,W-13,Major,Person 654,2008/06/17 17:27:23 +0100,2008/06/20 17:58:49 +0100,Person 529,2008/06/20 17:58:49 +0100
1706,Bug,Resolved,Fixed,W,Minor,Person 655,2008/06/18 10:13:18 +0100,2008/06/19 17:55:31 +0100,Person 529,2008/06/19 18:29:33 +0100
1709,Improvement,Resolved,Fixed,W-13,Major,Person 656,2008/06/19 14:31:09 +0100,2008/06/20 17:43:43 +0100,Person 529,2008/06/20 17:43:43 +0100
1711,Improvement,Resolved,Fixed,W,Minor,Person 620,2008/06/20 15:48:15 +0100,2008/06/20 17:05:33 +0100,Person 529,2008/06/20 17:05:33 +0100
1714,Bug,Resolved,Fixed,W,Major,Person 657,2008/06/25 21:46:36 +0100,2008/06/25 22:12:37 +0100,Person 529,2008/06/25 22:12:37 +0100
1719,Bug,Resolved,Fixed,W,Major,Person 658,2008/06/27 15:34:52 +0100,2008/09/27 08:44:05 +0100,Person 529,2008/09/27 08:44:05 +0100
1730,Bug,Resolved,Fixed,W-extensions,Minor,Person 637,2008/07/04 14:20:03 +0100,2008/07/29 01:04:12 +0100,Person 529,2008/07/29 01:04:12 +0100
1750,Bug,Resolved,Fixed,W,Major,Person 594,2008/07/16 08:45:18 +0100,2008/12/21 11:06:10 +0100,Person 522,2008/12/21 11:06:10 +0100
1754,Bug,Resolved,Fixed,W,Minor,Person 659,2008/07/21 23:36:55 +0100,2008/09/27 06:20:10 +0100,Person 529,2008/09/27 06:20:10 +0100
1755,Bug,Resolved,Fixed,W,Trivial,Person 660,2008/07/23 11:04:53 +0100,2008/07/28 18:32:22 +0100,Person 529,2008/07/28 18:32:22 +0100
1756,Bug,Resolved,Fixed,W-extensions,Major,Person 661,2008/07/24 18:54:31 +0100,2008/07/28 19:40:36 +0100,Person 529,2008/07/28 19:40:36 +0100
1777,Bug,Resolved,Fixed,W,Major,Person 652,2008/08/06 14:00:26 +0100,2008/08/06 16:24:39 +0100,Person 529,2008/08/06 16:27:24 +0100
1780,Bug,Closed,Fixed,,Major,Person 528,2008/08/07 14:17:40 +0100,2008/08/07 14:37:21 +0100,Person 528,2008/08/08 09:54:18 +0100
1788,Bug,Resolved,Fixed,W,Major,Person 662,2008/08/13 17:00:32 +0100,2008/08/13 17:06:15 +0100,Person 557,2008/09/03 18:06:40 +0100
1794,Bug,Resolved,Fixed,,Major,Person 663,2008/08/20 21:30:29 +0100,2008/11/11 19:20:21 +0100,Person 529,2008/11/11 19:20:21 +0100
1806,Bug,Resolved,Fixed,W,Major,Person 664,2008/08/28 10:20:32 +0100,2008/08/31 08:30:20 +0100,Person 557,2008/08/31 19:04:30 +0100
1816,Bug,Closed,Fixed,W,Major,Person 654,2008/09/02 06:44:44 +0100,2008/09/27 05:12:37 +0100,Person 529,2008/09/27 05:12:37 +0100
1845,Bug,Resolved,Fixed,W; W-auth-roles,Minor,Person 665,2008/09/23 13:26:19 +0100,2008/09/25 19:17:43 +0100,Person 557,2008/09/25 19:20:04 +0100
1855,Bug,Resolved,Fixed,W,Minor,Person 666,2008/10/02 07:49:07 +0100,2009/01/31 22:48:13 +0100,Person 529,2009/01/31 22:48:13 +0100
1856,Improvement,Resolved,Fixed,W,Trivial,Person 644,2008/10/02 21:13:32 +0100,2011/03/23 11:33:44 +0100,Person 572,2011/04/18 18:15:36 +0100
1857,Bug,Resolved,Fixed,W,Major,Person 543,2008/10/03 04:49:09 +0100,2008/10/03 04:49:09 +0100,Person 543,2008/10/03 04:59:31 +0100
1863,Bug,Resolved,Fixed,W-datetime,Major,Person 667,2008/10/08 09:07:46 +0100,2008/12/20 22:00:00 +0100,Person 522,2008/12/20 22:00:00 +0100
1868,Bug,Resolved,Fixed,W,Major,Person 531,2008/10/13 02:08:13 +0100,2008/10/13 02:08:13 +0100,Person 531,2008/12/20 18:49:16 +0100
1871,Bug,Resolved,Fixed,W,Major,Person 668,2008/10/14 03:45:13 +0100,2008/11/06 09:18:51 +0100,Person 529,2008/11/06 09:18:51 +0100
1886,Bug,Resolved,Fixed,,Major,Person 664,2008/10/22 13:48:51 +0100,2011/02/01 13:02:28 +0100,Person 669,2011/02/17 08:20:43 +0100
1888,Improvement,Resolved,Fixed,W,Minor,Person 670,2008/10/23 14:17:05 +0100,2009/12/13 12:37:27 +0100,Person 522,2009/12/13 12:37:27 +0100
1894,Bug,Resolved,Fixed,W,Minor,Person 652,2008/10/24 08:51:19 +0100,2010/08/25 23:28:03 +0100,Person 529,2010/11/30 07:51:16 +0100
1897,Bug,Resolved,Fixed,,Major,Person 671,2008/10/25 18:37:37 +0100,2009/06/16 21:29:21 +0100,Person 529,2009/06/16 21:29:21 +0100
1898,Bug,Resolved,Fixed,W,Major,Person 672,2008/10/27 13:03:40 +0100,2008/11/06 09:07:55 +0100,Person 529,2008/11/06 09:07:55 +0100
1903,Bug,Resolved,Fixed,,Major,Person 673,2008/10/29 16:18:33 +0100,2008/10/29 18:59:59 +0100,Person 529,2008/10/29 19:00:51 +0100
1904,Bug,Resolved,Fixed,W,Major,Person 544,2008/10/29 18:27:40 +0100,2008/10/29 19:10:30 +0100,Person 529,2008/10/29 19:27:24 +0100
1915,Bug,Resolved,Fixed,W,Minor,Person 674,2008/11/06 09:25:58 +0100,2008/11/07 07:28:54 +0100,Person 529,2008/11/07 07:47:05 +0100
1919,Bug,Closed,Fixed,W,Major,Person 675,2008/11/06 15:44:55 +0100,2008/11/06 17:38:35 +0100,Person 529,2008/11/06 20:15:47 +0100
1930,Bug,Resolved,Fixed,W,Major,Person 182,2008/11/11 20:02:09 +0100,2008/11/12 01:27:38 +0100,Person 529,2008/11/12 01:27:38 +0100
1941,Improvement,Resolved,Fixed,W-extensions,Minor,Person 676,2008/11/19 08:49:35 +0100,2008/11/19 22:03:58 +0100,Person 529,2008/11/19 22:03:58 +0100
1946,Improvement,Resolved,Fixed,W,Trivial,Person 567,2008/11/20 17:06:49 +0100,2008/11/26 19:12:26 +0100,Person 529,2008/11/26 19:12:26 +0100
1947,Bug,Resolved,Fixed,W,Major,Person 671,2008/11/21 06:34:52 +0100,2010/08/27 06:37:06 +0100,Person 529,2010/08/27 06:37:06 +0100
1954,Bug,Resolved,Fixed,W,Major,Person 677,2008/11/23 23:29:19 +0100,2008/11/26 19:07:38 +0100,Person 529,2008/11/26 19:07:38 +0100
1960,Bug,Resolved,Fixed,W-extensions,Major,Person 616,2008/11/26 16:30:10 +0100,2009/05/04 18:09:08 +0100,Person 529,2009/05/04 18:09:08 +0100
1962,Improvement,Closed,Fixed,W,Minor,Person 629,2008/11/28 11:16:13 +0100,2008/11/28 12:44:28 +0100,Person 536,2008/11/28 12:48:44 +0100
1985,Bug,Resolved,Fixed,W,Major,Person 678,2008/12/17 16:55:19 +0100,2010/08/25 23:52:25 +0100,Person 529,2010/08/25 23:52:25 +0100
1988,Bug,Resolved,Fixed,W-datetime,Critical,Person 679,2008/12/19 18:02:27 +0100,2008/12/19 19:14:58 +0100,Person 522,2008/12/19 19:14:58 +0100
2011,Bug,Resolved,Fixed,W,Major,Person 680,2009/01/08 10:29:59 +0100,2009/01/17 17:06:30 +0100,Person 522,2009/01/17 17:06:30 +0100
2015,Bug,Resolved,Fixed,W,Major,Person 681,2009/01/09 13:21:31 +0100,2009/01/31 22:39:06 +0100,Person 522,2009/04/04 16:09:14 +0100
2016,Bug,Resolved,Fixed,W,Major,Person 646,2009/01/10 20:22:13 +0100,2009/01/11 11:50:40 +0100,Person 522,2009/01/11 11:50:40 +0100
2019,Bug,Resolved,Fixed,W,Major,Person 682,2009/01/13 11:36:31 +0100,2009/01/13 21:38:33 +0100,Person 522,2009/01/13 21:38:33 +0100
2020,Improvement,Resolved,Fixed,W,Major,Person 683,2009/01/14 14:20:00 +0100,2009/01/26 17:55:36 +0100,Person 529,2009/01/26 18:04:01 +0100
2024,Bug,Resolved,Fixed,W-extensions,Trivial,Person 684,2009/01/16 14:55:25 +0100,2009/04/26 07:18:11 +0100,Person 529,2009/04/26 07:18:11 +0100
2025,Bug,Resolved,Fixed,W,Major,Person 541,2009/01/16 15:19:10 +0100,2009/01/17 14:54:43 +0100,Person 522,2009/01/17 14:54:43 +0100
2029,Improvement,Resolved,Fixed,W-extensions,Minor,Person 685,2009/01/19 13:39:15 +0100,2009/04/26 06:55:04 +0100,Person 529,2009/04/26 06:55:04 +0100
2030,Bug,Resolved,Fixed,W,Major,Person 682,2009/01/20 17:02:05 +0100,2009/01/24 23:45:45 +0100,Person 522,2009/01/24 23:45:45 +0100
2045,Bug,Resolved,Fixed,W,Minor,Person 686,2009/01/25 01:43:39 +0100,2009/01/25 12:40:39 +0100,Person 522,2009/01/25 12:40:39 +0100
2048,Bug,Resolved,Fixed,W,Minor,Person 603,2009/01/26 13:28:06 +0100,2009/01/31 22:35:20 +0100,Person 529,2009/02/01 18:12:37 +0100
2049,Bug,Resolved,Fixed,W,Major,Person 603,2009/01/26 13:47:10 +0100,2009/02/23 21:33:21 +0100,Person 522,2009/02/26 22:08:28 +0100
2050,Bug,Resolved,Fixed,W-extensions,Minor,Person 687,2009/01/27 01:28:13 +0100,2009/01/27 01:28:13 +0100,Person 687,2009/01/27 01:38:32 +0100
2057,Bug,Resolved,Fixed,W,Major,Person 688,2009/01/27 21:00:16 +0100,2009/01/30 18:29:05 +0100,Person 529,2009/01/30 18:29:05 +0100
2063,Bug,Resolved,Fixed,W-extensions,Major,Person 567,2009/01/30 19:09:47 +0100,2009/01/31 21:42:50 +0100,Person 529,2009/01/31 21:42:50 +0100
2067,Bug,Resolved,Fixed,W-extensions,Minor,Person 689,2009/02/01 22:32:04 +0100,2009/02/01 22:57:31 +0100,Person 529,2009/02/01 22:57:31 +0100
2069,Bug,Resolved,Fixed,W-examples,Minor,Person 690,2009/02/02 11:06:11 +0100,2009/02/02 13:38:47 +0100,Person 687,2009/02/02 13:50:23 +0100
2074,Improvement,Resolved,Fixed,W-quickstart,Major,Entity 6,2009/02/03 23:31:13 +0100,2009/02/14 11:15:49 +0100,Person 522,2009/02/14 11:15:49 +0100
2077,Bug,Resolved,Fixed,W,Major,Person 691,2009/02/04 21:59:43 +0100,2009/02/08 04:29:35 +0100,Person 529,2009/02/08 04:29:35 +0100
2079,Bug,Resolved,Fixed,W,Minor,Person 529,2009/02/05 08:27:44 +0100,2009/02/05 08:27:44 +0100,Person 529,2009/02/05 09:01:58 +0100
2088,Bug,Resolved,Fixed,,Minor,Person 690,2009/02/08 20:35:29 +0100,2009/02/09 08:41:51 +0100,Person 529,2009/02/09 08:41:51 +0100
2096,Bug,Resolved,Fixed,W,Minor,Person 692,2009/02/10 15:15:36 +0100,2009/02/10 18:07:45 +0100,Person 529,2009/02/10 18:07:45 +0100
2101,Improvement,Resolved,Fixed,W,Minor,Person 690,2009/02/13 11:13:04 +0100,2009/02/14 05:17:44 +0100,Person 529,2009/02/14 05:17:44 +0100
2107,Bug,Resolved,Fixed,W,Major,Person 637,2009/02/16 19:07:08 +0100,2009/02/23 20:15:45 +0100,Person 522,2009/02/23 20:15:45 +0100
2114,Bug,Resolved,Fixed,W,Major,Person 646,2009/02/19 19:18:46 +0100,2009/02/22 14:16:02 +0100,Person 522,2009/02/22 14:16:02 +0100
2115,Bug,Resolved,Fixed,W,Major,Person 559,2009/02/20 07:39:17 +0100,2010/08/14 07:56:16 +0100,Person 529,2010/08/14 07:56:16 +0100
2117,Improvement,Resolved,Fixed,W-extensions,Major,Person 588,2009/02/21 17:14:38 +0100,2009/02/22 14:50:37 +0100,Person 522,2009/02/22 14:50:37 +0100
2127,Bug,Closed,Fixed,W,Major,Person 693,2009/02/25 12:21:57 +0100,2009/02/25 18:43:56 +0100,Person 557,2009/06/16 20:55:30 +0100
2128,Improvement,Closed,Fixed,W,Minor,Person 694,2009/02/26 10:01:48 +0100,2012/05/08 11:23:39 +0100,Person 528,2012/05/08 11:23:39 +0100
2134,Bug,Resolved,Fixed,W,Major,Person 695,2009/03/02 03:45:09 +0100,2009/03/03 18:14:35 +0100,Person 522,2009/04/04 10:34:23 +0100
2140,Bug,Resolved,Fixed,W,Major,Person 683,2009/03/03 10:56:50 +0100,2009/03/03 17:30:24 +0100,Person 529,2009/03/03 17:31:55 +0100
2151,Bug,Resolved,Fixed,W,Major,Person 572,2009/03/07 18:30:32 +0100,2009/03/07 21:18:59 +0100,Person 529,2009/03/07 21:25:49 +0100
2153,Improvement,Resolved,Fixed,W-extensions,Minor,Entity 7,2009/03/09 09:23:45 +0100,null,Unassigned,2009/04/08 08:11:57 +0100
2160,Improvement,Resolved,Fixed,W,Trivial,Person 645,2009/03/11 11:33:02 +0100,2009/03/12 17:26:16 +0100,Person 529,2009/03/12 17:26:16 +0100
2161,Bug,Resolved,Fixed,W,Minor,Person 696,2009/03/12 08:54:28 +0100,2009/04/13 08:56:38 +0100,Person 522,2009/04/13 08:56:38 +0100
2166,Bug,Resolved,Fixed,W,Major,Person 646,2009/03/13 09:00:01 +0100,2009/03/13 15:35:43 +0100,Person 529,2009/03/13 15:40:27 +0100
2173,Bug,Resolved,Fixed,W-quickstart,Minor,Person 607,2009/03/17 16:21:12 +0100,2009/03/17 16:49:22 +0100,Person 529,2009/03/17 16:49:22 +0100
2174,Bug,Resolved,Fixed,W,Major,Person 544,2009/03/17 21:26:00 +0100,2009/04/07 20:25:48 +0100,Person 522,2009/04/07 20:25:48 +0100
2175,Bug,Resolved,Fixed,W-extensions,Trivial,Person 697,2009/03/18 09:08:57 +0100,2009/04/07 16:09:33 +0100,Person 522,2009/04/07 16:09:33 +0100
2183,Bug,Resolved,Fixed,W-extensions,Minor,Person 698,2009/03/20 18:38:25 +0100,null,Unassigned,2009/04/07 15:08:51 +0100
2186,Improvement,Resolved,Fixed,W,Major,Person 606,2009/03/26 12:20:07 +0100,2009/04/07 15:05:10 +0100,Person 522,2009/04/07 15:05:10 +0100
2187,Improvement,Resolved,Fixed,W,Minor,Person 699,2009/03/27 01:32:37 +0100,2009/03/29 17:27:39 +0100,Person 529,2009/03/29 17:31:27 +0100
2191,Bug,Closed,Fixed,W,Major,Person 700,2009/03/30 11:00:50 +0100,2009/03/30 11:15:01 +0100,Person 536,2009/03/30 11:15:01 +0100
2202,Bug,Resolved,Fixed,W,Major,Person 701,2009/04/02 10:17:57 +0100,2009/04/02 22:23:05 +0100,Person 522,2009/06/19 19:55:46 +0100
2203,Bug,Resolved,Fixed,,Major,Person 528,2009/04/02 14:31:28 +0100,2009/04/04 21:54:13 +0100,Person 522,2009/04/04 22:09:33 +0100
2205,Improvement,Resolved,Fixed,W-5,Trivial,Person 659,2009/04/03 02:42:33 +0100,2009/04/04 16:33:31 +0100,Person 522,2009/04/04 16:33:31 +0100
2212,Improvement,Resolved,Fixed,W,Major,Person 702,2009/04/06 07:01:08 +0100,2009/04/11 09:48:21 +0100,Person 522,2009/04/11 09:48:21 +0100
2220,Bug,Resolved,Fixed,W-datetime; W-extensions,Major,Person 676,2009/04/09 08:04:43 +0100,2009/04/09 14:30:27 +0100,Person 522,2009/04/09 14:30:27 +0100
2230,Improvement,Closed,Fixed,W,Major,Person 703,2009/04/19 12:14:26 +0100,2009/04/24 21:45:23 +0100,Person 522,2009/04/24 21:45:23 +0100
2242,Bug,Resolved,Fixed,W,Minor,Person 704,2009/04/24 08:39:40 +0100,2009/04/24 09:05:41 +0100,Person 529,2009/04/24 09:05:41 +0100
2244,Improvement,Resolved,Fixed,W,Major,Person 705,2009/04/27 09:37:06 +0100,2011/10/10 14:44:30 +0100,Person 572,2012/02/10 09:09:10 +0100
2245,Bug,Resolved,Fixed,W,Minor,Person 706,2009/04/27 10:13:05 +0100,2009/05/09 07:54:27 +0100,Person 529,2009/05/09 07:54:27 +0100
2247,Improvement,Resolved,Fixed,W,Minor,Person 703,2009/04/28 02:17:36 +0100,2009/12/13 10:59:40 +0100,Person 522,2009/12/13 10:59:40 +0100
2259,Bug,Resolved,Fixed,W,Trivial,Person 707,2009/05/06 13:36:03 +0100,2009/05/06 16:59:14 +0100,Person 529,2009/05/06 16:59:14 +0100
